"player_id","player_name","pts_rollsum_10","pts_rollsum_25","pts_rollsum_50","pts_rollsum_100","start_rollsum_10","start_rollsum_25","start_rollsum_50","start_rollsum_100","start_rollmean_10","start_rollmean_25","start_rollmean_50","start_rollmean_100","fgpct_10","fgpct_25","fgpct_50","fgpct_100","ftpct_10","ftpct_25","ftpct_50","ftpct_100","usg_10","usg_25","usg_50","usg_100","took_team_first_shot_rollmean_10","took_team_first_shot_rollmean_25","took_team_first_shot_rollmean_50","took_team_first_shot_rollmean_100","made_team_first_basket_rollmean_10","made_team_first_basket_rollmean_25","made_team_first_basket_rollmean_50","made_team_first_basket_rollmean_100","made_team_first_fgm_rollmean_10","made_team_first_fgm_rollmean_25","made_team_first_fgm_rollmean_50","made_team_first_fgm_rollmean_100","made_first_basket_rollmean_10","made_first_basket_rollmean_25","made_first_basket_rollmean_50","made_first_basket_rollmean_100","made_first_fgm_rollmean_10","made_first_fgm_rollmean_25","made_first_fgm_rollmean_50","made_first_fgm_rollmean_100"
"101106","Andrew Bogut",18,70,125,293,3,8,16,56,0.3,0.32,0.32,0.56,0.692307692307692,0.634615384615385,0.604166666666667,0.558704453441296,NA,0.8,0.9,0.515151515151515,0.0988642737231705,0.124258313786082,0.114705114454392,0.111422785783701,0,0,0.02,0.1,0,0.12,0.12,0.17,0,0.12,0.12,0.16,0,0.04,0.04,0.08,0,0.04,0.04,0.07
"101107","Marvin Williams",55,114,264,724,0,0,1,33,0,0,0.02,0.33,0.446808510638298,0.438775510204082,0.418181818181818,0.434276206322795,1,0.875,0.880952380952381,0.860215053763441,0.123889582217005,0.100565648122972,0.118561914136427,0.134936296489471,0.1,0.16,0.16,0.18,0.1,0.12,0.14,0.17,0.1,0.12,0.14,0.17,0,0,0.02,0.08,0,0,0.04,0.08
"101108","Chris Paul",106,327,743,1516,10,25,50,100,1,1,1,1,0.397435897435897,0.469387755102041,0.505514705882353,0.489672977624785,0.857142857142857,0.905405405405405,0.870967741935484,0.855737704918033,0.165740555831992,0.183856294787997,0.19296284336077,0.202831412830998,0.1,0.16,0.08,0.06,0.3,0.2,0.14,0.08,0.3,0.2,0.14,0.08,0.1,0.08,0.08,0.04,0.1,0.08,0.08,0.04
"101109","Raymond Felton",37,90,211,582,0,0,0,2,0,0,0,0.02,0.382352941176471,0.441558441558442,0.375,0.4,0.5,0.833333333333333,0.777777777777778,0.844444444444444,0.124811077240108,0.11989110552571,0.172176693307724,0.194795269475919,0.1,0.08,0.08,0.1,0.1,0.16,0.08,0.18,0.1,0.16,0.1,0.19,0,0,0,0.07,0,0,0,0.06
"101110","Martell Webster",48,92,180,620,0,0,0,0,0,0,0,0,0.305555555555556,0.289473684210526,0.302469135802469,0.38671875,0.758620689655172,0.78,0.74390243902439,0.787671232876712,0.188745267988028,0.185831695916794,0.155291732696553,0.148504350910356,0.4,0.36,0.4,0.28,0.4,0.28,0.26,0.24,0.4,0.24,0.24,0.213333333333333,0.2,0.16,0.18,0.133333333333333,0.2,0.16,0.18,0.133333333333333
"101111","Charlie Villanueva",36,96,229,568,0,0,3,5,0,0,0.06,0.05,0.342105263157895,0.372340425531915,0.360995850622407,0.395220588235294,1,1,0.954545454545455,0.769230769230769,0.301670459652265,0.259849623784065,0.258421499128876,0.255700050303412,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
"101112","Channing Frye",38,97,229,470,1,3,6,7,0.1,0.12,0.12,0.07,0.433333333333333,0.347368421052632,0.41025641025641,0.453125,1,0.727272727272727,0.807692307692308,0.85,0.202221441531089,0.188468477775297,0.174142926260399,0.166117510502706,0.1,0.12,0.08,0.16,0.2,0.2,0.14,0.13,0.2,0.16,0.12,0.12,0.1,0.12,0.08,0.07,0.1,0.08,0.06,0.07
"101114","Deron Williams",27,147,331,997,0,2,12,62,0,0.08,0.24,0.62,0.285714285714286,0.43801652892562,0.45,0.429404900816803,1,0.818181818181818,0.822222222222222,0.828402366863905,0.154175990739417,0.183727683919871,0.180269291373795,0.212231539667302,0.1,0.16,0.2,0.17,0,0.16,0.22,0.22,0,0.16,0.2,0.22,0,0.08,0.08,0.1,0,0.08,0.08,0.1
"101115","Andrew Bynum",76,222,225,225,8,19,19,19,0.8,0.76,0.730769230769231,0.730769230769231,0.375,0.422727272727273,0.417777777777778,0.417777777777778,0.666666666666667,0.75,0.755102040816326,0.755102040816326,0.227755283254825,0.241269941739323,0.243092073570918,0.243092073570918,0.2,0.157894736842105,0.157894736842105,0.157894736842105,0.2,0.315789473684211,0.315789473684211,0.315789473684211,0.2,0.315789473684211,0.315789473684211,0.315789473684211,0.2,0.210526315789474,0.210526315789474,0.210526315789474,0.2,0.210526315789474,0.210526315789474,0.210526315789474
"101122","Danny Granger",63,170,269,587,4,4,6,8,0.4,0.16,0.12,0.0898876404494382,0.428571428571429,0.415492957746479,0.375,0.371323529411765,0.846153846153846,0.833333333333333,0.773584905660377,0.851239669421488,0.140969977993057,0.160941653085695,0.164493326714571,0.1853145227186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101123","Gerald Green",30,148,432,817,0,0,0,0,0,0,0,0,0.264705882352941,0.333333333333333,0.378306878306878,0.393210749646393,1,0.947368421052632,0.851851851851852,0.85,0.20242603953829,0.222573220542394,0.208864262515541,0.195204493512205,0.3,0.24,0.24,0.25609756097561,0.1,0.28,0.24,0.231707317073171,0.3,0.36,0.28,0.268292682926829,0,0.16,0.12,0.0853658536585366,0,0.16,0.12,0.0853658536585366
"101124","Hakim Warrick",84,185,194,194,9,14,14,14,0.9,0.56,0.5,0.5,0.442857142857143,0.40625,0.406060606060606,0.406060606060606,0.709677419354839,0.6875,0.681818181818182,0.681818181818182,0.219628478242497,0.224060966775253,0.219327622622683,0.219327622622683,0.1,0.285714285714286,0.285714285714286,0.285714285714286,0.1,0.142857142857143,0.142857142857143,0.142857142857143,0.1,0.0714285714285714,0.0714285714285714,0.0714285714285714,0,0,0,0,0,0,0,0
"101126","Nate Robinson",41,134,306,890,1,1,3,11,0.1,0.04,0.06,0.11,0.347826086956522,0.342657342657343,0.366883116883117,0.402743142144638,0.75,0.655172413793103,0.709090909090909,0.773255813953488,0.193211495676849,0.206847535458039,0.221801052832311,0.233133535956942,0.3,0.2,0.147058823529412,0.147058823529412,0.1,0.08,0.0588235294117647,0.0588235294117647,0.1,0.08,0.0588235294117647,0.0588235294117647,0.1,0.08,0.0588235294117647,0.0588235294117647,0.1,0.08,0.0588235294117647,0.0588235294117647
"101127","Jarrett Jack",62,199,406,921,5,20,45,88,0.5,0.8,0.9,0.88,0.423076923076923,0.443820224719101,0.430851063829787,0.412186379928315,1,0.96551724137931,0.845070422535211,0.877551020408163,0.18430086398035,0.182559588862642,0.178477761371172,0.186656278404691,0.1,0.2,0.18,0.18,0.1,0.16,0.18,0.18,0.1,0.16,0.18,0.17,0,0.12,0.12,0.11,0,0.12,0.12,0.1
"101128","Francisco Garcia",35,99,217,568,0,0,2,12,0,0,0.04,0.12,0.297872340425532,0.325,0.361233480176211,0.390977443609023,0,0.4,0.411764705882353,0.58974358974359,0.15606732229115,0.142921003279277,0.129861137905149,0.142479932860874,0,0.08,0.111111111111111,0.111111111111111,0,0.12,0.111111111111111,0.111111111111111,0.2,0.2,0.185185185185185,0.185185185185185,0,0.04,0.037037037037037,0.037037037037037,0,0.04,0.037037037037037,0.037037037037037
"101130","Johan Petro",56,106,137,137,7,12,12,12,0.7,0.48,0.324324324324324,0.324324324324324,0.471698113207547,0.452830188679245,0.452554744525547,0.452554744525547,0.857142857142857,0.818181818181818,0.857142857142857,0.857142857142857,0.154652570051297,0.165568761798608,0.173944749514888,0.173944749514888,0,0,0,0,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1,0.166666666666667,0.166666666666667,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0.0833333333333333
"101131","Jason Maxiell",42,74,172,342,0,0,0,17,0,0,0,0.17,0.512820512820513,0.421052631578947,0.407407407407407,0.434250764525994,0.5,0.454545454545455,0.597014925373134,0.547169811320755,0.135306605903238,0.127209175715607,0.132958368509659,0.131468514827609,0.1,0.08,0.14,0.130952380952381,0.2,0.2,0.16,0.166666666666667,0.2,0.24,0.2,0.214285714285714,0.1,0.08,0.1,0.0952380952380952,0.1,0.08,0.1,0.107142857142857
"101132","Linas Kleiza",76,148,148,148,2,3,3,3,0.2,0.15,0.15,0.15,0.328571428571429,0.333333333333333,0.333333333333333,0.333333333333333,0.833333333333333,0.842105263157895,0.842105263157895,0.842105263157895,0.231105398974889,0.221706565941925,0.221706565941925,0.221706565941925,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0
"101133","Ian Mahinmi",56,173,325,571,10,25,35,41,1,1,0.7,0.41,0.466666666666667,0.470588235294118,0.484,0.495283018867925,0.56,0.641791044776119,0.628099173553719,0.65296803652968,0.141041468855828,0.150367014442944,0.152539933649414,0.158045707460749,0,0.16,0.2,0.22,0,0.12,0.14,0.23,0,0.16,0.16,0.21,0,0.04,0.06,0.1,0,0.08,0.1,0.12
"101135","David Lee",35,118,330,665,2,4,8,14,0.2,0.16,0.16,0.14,0.517241379310345,0.476190476190476,0.577868852459016,0.585215605749487,0.5,0.666666666666667,0.666666666666667,0.703703703703704,0.116435420237013,0.140880407658892,0.155811288093636,0.160064816489143,0.3,0.28,0.42,0.42,0.3,0.2,0.34,0.41,0.3,0.16,0.34,0.39,0.2,0.12,0.2,0.23,0.2,0.12,0.24,0.26
"101138","Brandon Bass",61,136,283,661,0,0,0,0,0,0,0,0,0.59375,0.529411764705882,0.575418994413408,0.56,0.884615384615385,0.867924528301887,0.875,0.85981308411215,0.232623674417571,0.21695836682719,0.199473156485563,0.160251300883135,0.1,0.08,0.06,0.12,0.2,0.12,0.16,0.25,0.1,0.08,0.16,0.23,0.1,0.04,0.06,0.08,0,0,0.04,0.05
"101139","CJ Miles",52,185,331,757,0,0,1,2,0,0,0.02,0.02,0.313725490196078,0.371951219512195,0.367697594501718,0.364041604754829,0.666666666666667,0.823529411764706,0.838709677419355,0.817518248175182,0.177848359652434,0.179369480814052,0.183968962813377,0.195702221630821,0.6,0.32,0.3,0.23,0.1,0.12,0.18,0.17,0.1,0.12,0.18,0.19,0,0.04,0.06,0.08,0,0.04,0.06,0.1
"101141","Ersan Ilyasova",52,90,203,598,1,1,5,10,0.1,0.04,0.1,0.1,0.447368421052632,0.354430379746835,0.386363636363636,0.446120689655172,1,0.933333333333333,0.888888888888889,0.830645161290323,0.1990361147014,0.183317542175394,0.157459956329482,0.165048570937936,0.3,0.32,0.38,0.32,0.2,0.24,0.3,0.32,0.2,0.24,0.3,0.3,0.2,0.16,0.14,0.14,0.2,0.2,0.16,0.15
"101142","Ronny Turiaf",54,129,182,283,0,10,10,10,0,0.4,0.2,0.1,0.709677419354839,0.625,0.582089552238806,0.563380281690141,0.625,0.441860465116279,0.393939393939394,0.380530973451327,0.133457438110815,0.111746476862732,0.109973515406774,0.106281954902082,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101145","Monta Ellis",54,203,393,900,8,12,12,57,0.8,0.48,0.24,0.57,0.388888888888889,0.422680412371134,0.43854748603352,0.431734317343173,0.6,0.606060606060606,0.644736842105263,0.747126436781609,0.13736303652922,0.175031131483151,0.171133521513422,0.175926609435879,0,0,0.04,0.08,0.1,0.04,0.06,0.09,0.1,0.04,0.06,0.09,0,0,0,0.03,0,0,0,0.03
"101150","Lou Williams",48,147,322,750,0,0,0,3,0,0,0,0.03,0.3125,0.412698412698413,0.4,0.400907715582451,0.8125,0.84375,0.842857142857143,0.884146341463415,0.209571118166299,0.19412848894518,0.216259506715241,0.231752890246118,0.2,0.24,0.2,0.22093023255814,0.1,0.12,0.14,0.162790697674419,0.1,0.12,0.1,0.13953488372093,0,0.04,0.02,0.0465116279069767,0,0.04,0.02,0.0581395348837209
"101153","Mickael Gelabale",20,116,181,181,0,11,13,13,0,0.44,0.361111111111111,0.361111111111111,0.470588235294118,0.510869565217391,0.517985611510791,0.517985611510791,1,1,0.875,0.875,0.132032252769915,0.116014837487178,0.118236260448551,0.118236260448551,0.1,0.153846153846154,0.153846153846154,0.153846153846154,0.1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0,0,0,0,0,0,0
"101154","Andray Blatche",67,207,489,1058,0,1,2,8,0,0.04,0.04,0.08,0.448979591836735,0.475,0.476923076923077,0.476300578034682,0.884615384615385,0.784615384615385,0.762237762237762,0.741496598639456,0.231779762495838,0.243747626145946,0.243145316489659,0.254926252384242,0.4,0.333333333333333,0.333333333333333,0.333333333333333,0.4,0.4,0.4,0.4,0.5,0.466666666666667,0.466666666666667,0.466666666666667,0.3,0.333333333333333,0.333333333333333,0.333333333333333,0.3,0.333333333333333,0.333333333333333,0.333333333333333
"101155","Ryan Gomes",6,6,6,6,0,0,0,0,0,0,0,0,0.375,0.375,0.375,0.375,NA,NA,NA,NA,0.120400331100911,0.120400331100911,0.120400331100911,0.120400331100911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101161","Amir Johnson",33,94,175,397,0,5,6,17,0,0.2,0.12,0.17,0.56,0.481012658227848,0.485915492957746,0.53,0.8,0.722222222222222,0.78125,0.697674418604651,0.141707385555269,0.171178375460882,0.171299283009241,0.141990940632692,0.1,0.16,0.12,0.13,0.1,0.08,0.06,0.11,0.2,0.12,0.08,0.1,0.1,0.08,0.06,0.06,0.1,0.08,0.06,0.06
"101162","Marcin Gortat",39,115,257,667,8,21,46,96,0.8,0.84,0.92,0.96,0.545454545454545,0.53125,0.529126213592233,0.521978021978022,0.5,0.619047619047619,0.709090909090909,0.697841726618705,0.154573847220113,0.154909869096594,0.144015867802178,0.154301544945382,0.1,0.24,0.16,0.22,0.2,0.24,0.2,0.19,0.2,0.24,0.2,0.19,0,0.16,0.12,0.11,0,0.16,0.12,0.11
"101179","Ronnie Price",11,82,259,491,0,7,18,38,0,0.28,0.36,0.38,0.130434782608696,0.276595744680851,0.368,0.366167023554604,0.75,0.8125,0.6875,0.777777777777778,0.0860732838397567,0.123211857959988,0.132910019406117,0.132644653156676,0.2,0.12,0.125,0.125,0,0.12,0.175,0.175,0,0.12,0.175,0.175,0,0,0.025,0.025,0,0,0.025,0.025
"101181","Jose Calderon",6,50,110,293,0,0,0,19,0,0,0,0.19,0.6,0.463414634146341,0.376068376068376,0.425287356321839,NA,1,0.818181818181818,0.823529411764706,0.0502929441758448,0.0967057040625211,0.107795077864,0.115839599269149,0,0.04,0.1,0.1,0.1,0.04,0.06,0.11,0.1,0.04,0.06,0.11,0,0,0.02,0.04,0,0,0.02,0.04
"101183","Shavlik Randolph",9,26,107,111,0,0,0,0,0,0,0,0,0.214285714285714,0.263157894736842,0.456521739130435,0.45360824742268,0.75,0.5,0.479166666666667,0.46,0.153196949040205,0.133695295008321,0.145859130653709,0.146643414565787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101187","Alan Anderson",26,73,223,639,0,0,0,17,0,0,0,0.17,0.473684210526316,0.390625,0.429347826086957,0.439453125,0.833333333333333,0.75,0.725,0.780487804878049,0.116270903964,0.136037992503849,0.147087744531774,0.146085354659775,0.3,0.16,0.122448979591837,0.122448979591837,0.2,0.2,0.163265306122449,0.163265306122449,0.2,0.2,0.142857142857143,0.142857142857143,0.2,0.16,0.102040816326531,0.102040816326531,0.1,0.12,0.0816326530612245,0.0816326530612245
"101198","Will Bynum",41,165,390,899,0,0,0,3,0,0,0,0.03,0.377777777777778,0.355828220858896,0.420168067226891,0.446726572528883,0.666666666666667,0.82,0.815217391304348,0.803738317757009,0.28787651471864,0.261156624258476,0.244587059371117,0.257361407551776,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0
"101204","Dwayne Jones",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101215","Will Conroy",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.222764230213692,0.222764230213692,0.222764230213692,0.222764230213692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101236","Chuck Hayes",17,50,91,200,0,0,0,1,0,0,0,0.01,0.4375,0.552631578947368,0.443181818181818,0.433673469387755,0.75,0.615384615384615,0.722222222222222,0.75,0.0989582296846635,0.10264265134594,0.10079965504481,0.104831573202202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101249","John Lucas III",20,97,157,462,0,0,0,6,0,0,0,0.06,0.310344827586207,0.403846153846154,0.360655737704918,0.378600823045267,NA,1,0.666666666666667,0.75,0.201108215284476,0.202903110011601,0.194816638391483,0.185410020779196,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0
"1495","Tim Duncan",59,189,379,987,10,24,49,99,1,0.96,0.98,0.99,0.423076923076923,0.466257668711656,0.458333333333333,0.513583441138422,0.714285714285714,0.649122807017544,0.669811320754717,0.711111111111111,0.153869049839448,0.166937665342815,0.173852894122145,0.180581951127445,0,0.12,0.18,0.22,0,0.08,0.1,0.15,0,0.08,0.12,0.16,0,0.04,0.06,0.11,0,0.04,0.06,0.11
"1497","Chauncey Billups",28,109,293,293,0,13,35,35,0,0.52,0.74468085106383,0.74468085106383,0.285714285714286,0.304347826086957,0.356275303643725,0.356275303643725,1,0.826086956521739,0.901408450704225,0.901408450704225,0.171699959052003,0.164364364309569,0.180864444565029,0.180864444565029,0.3,0.16,0.171428571428571,0.171428571428571,0.2,0.32,0.285714285714286,0.285714285714286,0.2,0.28,0.257142857142857,0.257142857142857,0,0.12,0.0857142857142857,0.0857142857142857,0,0.12,0.0857142857142857,0.0857142857142857
"1503","Tracy McGrady",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.135613428508661,0.135613428508661,0.135613428508661,0.135613428508661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536","Stephen Jackson",24,108,250,356,0,3,4,6,0,0.12,0.08,0.09375,0.28125,0.34453781512605,0.353846153846154,0.362359550561798,0.666666666666667,0.6875,0.702127659574468,0.689189189189189,0.149537002027819,0.182936900820665,0.183724738958881,0.1857046131012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1626143","Jahlil Okafor",72,131,319,805,2,2,7,33,0.2,0.08,0.14,0.33,0.659574468085106,0.615384615384615,0.622727272727273,0.605217391304348,0.625,0.708333333333333,0.65625,0.65625,0.173696784267927,0.169015083821894,0.183580707321472,0.192259600164979,0.3,0.16,0.18,0.22,0.2,0.16,0.28,0.3,0.2,0.16,0.3,0.3,0.1,0.08,0.18,0.14,0.1,0.08,0.18,0.13
"1626144","Emmanuel Mudiay",60,147,324,1073,1,2,2,33,0.1,0.08,0.04,0.33,0.384615384615385,0.403100775193798,0.44043321299639,0.445175438596491,0.75,0.783783783783784,0.732394366197183,0.774891774891775,0.24211535142987,0.230341137068518,0.219094457403215,0.251382540123634,0.1,0.12,0.12,0.13,0.2,0.2,0.16,0.14,0.2,0.2,0.16,0.13,0,0,0.04,0.04,0.1,0.04,0.06,0.06
"1626145","Tyus Jones",94,248,507,935,2,4,16,30,0.2,0.16,0.32,0.3,0.421686746987952,0.444954128440367,0.430803571428571,0.436823104693141,0.7,0.76,0.781818181818182,0.80188679245283,0.160563414847042,0.178290258563043,0.179862732821711,0.175892620801154,0.1,0.04,0.06,0.0506329113924051,0,0.04,0.06,0.0759493670886076,0,0.04,0.08,0.0759493670886076,0,0,0.02,0.0506329113924051,0,0.04,0.06,0.0632911392405063
"1626146","Cliff Alexander",10,10,10,10,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,NA,NA,NA,NA,0.135967597407962,0.135967597407962,0.135967597407962,0.135967597407962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626147","Justin Anderson",81,146,246,442,6,7,11,11,0.6,0.28,0.22,0.11,0.394736842105263,0.364963503649635,0.382222222222222,0.390547263681592,0.75,0.8,0.761904761904762,0.756410256410256,0.153895651149561,0.161181651497374,0.163088715391435,0.175339928142182,0.2,0.24,0.193548387096774,0.193548387096774,0.2,0.2,0.161290322580645,0.161290322580645,0.2,0.16,0.129032258064516,0.129032258064516,0.1,0.08,0.0645161290322581,0.0645161290322581,0.1,0.04,0.032258064516129,0.032258064516129
"1626148","Anthony Brown",40,118,161,161,0,6,11,11,0,0.24,0.268292682926829,0.268292682926829,0.354166666666667,0.360655737704918,0.327683615819209,0.327683615819209,NA,0.888888888888889,0.85,0.85,0.154333741118451,0.125685881077638,0.121497211167088,0.121497211167088,0.2,0.181818181818182,0.181818181818182,0.181818181818182,0.1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.1,0.0909090909090909,0.0909090909090909,0.0909090909090909
"1626149","Montrezl Harrell",60,143,434,1089,4,5,5,8,0.4,0.2,0.1,0.08,0.540540540540541,0.593023255813954,0.610687022900763,0.630769230769231,0.740740740740741,0.732142857142857,0.721518987341772,0.718157181571816,0.203187363385029,0.181619337763283,0.194280562475857,0.201854560586718,0.1,0.28,0.235294117647059,0.235294117647059,0.1,0.28,0.294117647058824,0.294117647058824,0.1,0.24,0.235294117647059,0.235294117647059,0.1,0.24,0.205882352941176,0.205882352941176,0.1,0.2,0.176470588235294,0.176470588235294
"1626150","Andrew Harrison",22,166,431,725,0,8,33,49,0,0.32,0.66,0.49,0.28,0.374149659863946,0.406685236768802,0.403389830508475,0.857142857142857,0.758620689655172,0.781954887218045,0.793859649122807,0.168223604848826,0.196668262100703,0.197411227044214,0.187648361916536,0.2,0.12,0.16,0.15625,0.1,0.04,0.08,0.125,0.1,0.04,0.08,0.109375,0,0,0.04,0.046875,0,0,0.04,0.046875
"1626151","Aaron Harrison",60,72,79,79,3,3,3,3,0.3,0.12,0.0810810810810811,0.0810810810810811,0.27536231884058,0.261904761904762,0.260869565217391,0.260869565217391,0.764705882352941,0.68,0.612903225806452,0.612903225806452,0.155852280840747,0.153268614186816,0.146733757282561,0.146733757282561,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0
"1626153","Delon Wright",69,153,257,572,0,2,4,16,0,0.08,0.08,0.16,0.464285714285714,0.495575221238938,0.47,0.463362068965517,0.642857142857143,0.730769230769231,0.808510638297872,0.795454545454545,0.134521586427787,0.108075666617245,0.104708638999387,0.122989506735646,0.1,0.08,0.1,0.1,0,0,0.04,0.0714285714285714,0,0,0.06,0.0857142857142857,0,0,0.02,0.0285714285714286,0,0,0.02,0.0285714285714286
"1626154","RJ Hunter",36,71,138,138,1,1,1,1,0.1,0.04,0.02,0.02,0.361111111111111,0.4,0.361702127659574,0.361702127659574,0.75,0.8,0.818181818181818,0.818181818181818,0.204947024642703,0.171723398904062,0.15747605574799,0.15747605574799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1626155","Sam Dekker",44,121,304,515,0,0,5,6,0,0,0.1,0.06,0.333333333333333,0.406779661016949,0.47940074906367,0.50462962962963,0.5,0.5,0.591836734693878,0.632183908045977,0.163822712789823,0.154057227325385,0.160082431311815,0.153755462760583,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0
"1626156","D'Angelo Russell",194,406,773,1737,10,25,50,100,1,1,1,1,0.521428571428571,0.462962962962963,0.425897035881435,0.420502092050209,0.875,0.793650793650794,0.813333333333333,0.813411078717201,0.219002325621092,0.224889434969665,0.224296365248497,0.243569734272097,0,0.24,0.22,0.27,0,0.24,0.22,0.26,0,0.24,0.2,0.23,0,0.16,0.16,0.14,0,0.16,0.14,0.15
"1626157","Karl-Anthony Towns",191,523,1127,2341,10,25,50,100,1,1,1,1,0.503875968992248,0.494413407821229,0.518218623481781,0.518753973299428,0.87037037037037,0.872340425531915,0.852201257861635,0.833870967741935,0.245060260255646,0.248940232749719,0.265464807459465,0.270182043966461,0.2,0.2,0.32,0.27,0.3,0.32,0.36,0.3,0.3,0.32,0.36,0.32,0,0.2,0.22,0.18,0,0.2,0.22,0.19
"1626158","Richaun Holmes",20,105,387,1130,0,4,29,79,0,0.16,0.58,0.79,0.642857142857143,0.551282051282051,0.656,0.639892904953146,0.5,0.72,0.734177215189873,0.783410138248848,0.0856900710874438,0.132586298275617,0.146942783365412,0.171047763314022,0.2,0.16,0.2,0.21,0.1,0.16,0.2,0.22,0,0.2,0.22,0.25,0.1,0.16,0.16,0.16,0,0.12,0.14,0.15
"1626159","Justise Winslow",77,177,384,629,6,12,20,22,0.6,0.48,0.4,0.22,0.432432432432432,0.383783783783784,0.418032786885246,0.395672333848532,0.875,0.75,0.651162790697674,0.610687022900763,0.138467727276444,0.150782791980335,0.167909727646258,0.181242729111267,0.3,0.16,0.14,0.17,0.2,0.16,0.14,0.13,0.2,0.16,0.16,0.14,0.2,0.12,0.12,0.07,0.2,0.12,0.12,0.07
"1626161","Willie Cauley-Stein",20,49,165,453,2,2,8,25,0.2,0.08,0.16,0.25,0.5,0.5,0.601694915254237,0.60952380952381,0.5,0.8,0.628571428571429,0.632075471698113,0.138243292563195,0.102570080529748,0.11029569947675,0.122268799093033,0.1,0.08,0.1,0.11,0.1,0.24,0.2,0.19,0.1,0.2,0.16,0.17,0.1,0.16,0.14,0.09,0.1,0.16,0.14,0.09
"1626162","Kelly Oubre Jr.",236,534,826,1635,10,25,27,37,1,1,0.54,0.37,0.461538461538462,0.434497816593886,0.441048034934498,0.439293598233996,0.711538461538462,0.723809523809524,0.69375,0.682758620689655,0.269025504506103,0.268641486751658,0.250553410471173,0.242975353376076,0.2,0.24,0.2,0.14,0.3,0.2,0.24,0.19,0.3,0.2,0.24,0.2,0.2,0.12,0.14,0.09,0.2,0.12,0.14,0.1
"1626163","Frank Kaminsky",21,127,253,658,0,0,2,23,0,0,0.04,0.23,0.583333333333333,0.551724137931034,0.510416666666667,0.48210922787194,1,0.916666666666667,0.767857142857143,0.685950413223141,0.11011667374059,0.167673344530355,0.169869535739028,0.193709993709254,0.4,0.36,0.34,0.314814814814815,0.2,0.28,0.24,0.222222222222222,0.1,0.24,0.24,0.222222222222222,0.1,0.2,0.18,0.166666666666667,0,0.16,0.16,0.148148148148148
