"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_HOU",20221125,"nba","Spread","full","ATL","HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,7
"BKN_IND",20221125,"nba","Spread","full","BKN","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.66666666666667,3.66666666666667
"CHI_OKC",20221125,"nba","Spread","full","CHI","OKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3
"CLE_MIL",20221125,"nba","Spread","full","CLE","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666666666667,-4.16666666666667
"DEN_LAC",20221125,"nba","Spread","full","DEN","LAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.75,3.75
"DET_PHX",20221125,"nba","Spread","full","DET","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1666666666667,-12.1666666666667
"LAL_SAS",20221125,"nba","Spread","full","LAL","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.83333333333333,3.83333333333333
"MIN_CHA",20221125,"nba","Spread","full","MIN","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.5,6.5
"NOP_MEM",20221125,"nba","Spread","full","NOP","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,-2.5
"PHI_ORL",20221125,"nba","Spread","full","PHI","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,-1.66666666666667
"POR_NYK",20221125,"nba","Spread","full","POR","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-4
"SAC_BOS",20221125,"nba","Spread","full","SAC","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,-7.5
"UTA_GSW",20221125,"nba","Spread","full","UTA","GSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83333333333333,-7.83333333333333
"WAS_MIA",20221125,"nba","Spread","full","WAS","MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-3
