"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_BKN",20221209,"nba","Moneyline","full","ATL","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,-299.993825401349
"DET_MEM",20221209,"nba","Moneyline","full","DET","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.333333333333,-559.917537108301
"LAL_PHI",20221209,"nba","Moneyline","full","LAL","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.666666666667,-195.323201621074
"MIL_DAL",20221209,"nba","Moneyline","full","MIL","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.330133589313,-106.999300014
"MIN_UTA",20221209,"nba","Moneyline","full","MIN","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.666300003667,-106.999633337
"NYK_CHA",20221209,"nba","Moneyline","full","NYK","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172.993767352258,145.333333333333
"PHX_NOP",20221209,"nba","Moneyline","full","PHX","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.666666666667,-35.6666666666667
"SAC_CLE",20221209,"nba","Moneyline","full","SAC","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,-164.663091899027
"TOR_ORL",20221209,"nba","Moneyline","full","TOR","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-334.997291734373,280
"WAS_IND",20221209,"nba","Moneyline","full","WAS","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,-174.659375911344
