"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_PHI",20221128,"nba","Moneyline","full","ATL","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.333333333333,-136.32973362131
"CHA_BOS",20221128,"nba","Moneyline","full","CHA","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.333333333333,-590
"CHI_UTA",20221128,"nba","Moneyline","full","CHI","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.666666666667,-131.996400287977
"CLE_TOR",20221128,"nba","Moneyline","full","CLE","TOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.666666666667,-193.323201621074
"HOU_DEN",20221128,"nba","Moneyline","full","HOU","DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.333333333333,-595
"IND_LAL",20221128,"nba","Moneyline","full","IND","LAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.333333333333,-167.327100685591
"MIN_WAS",20221128,"nba","Moneyline","full","MIN","WAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.3333333333333,-113.998466727998
"OKC_NOP",20221128,"nba","Moneyline","full","OKC","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,-209.998600027999
"ORL_BKN",20221128,"nba","Moneyline","full","ORL","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.333333333333,-689.904214559387
"PHX_SAC",20221128,"nba","Moneyline","full","PHX","SAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.332548683929,-108.332548683929
