"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_ORL",20221130,"nba","Moneyline","full","ATL","ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-259.983961140134,206.666666666667
"CHI_PHX",20221130,"nba","Moneyline","full","CHI","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.333333333333,-218.323959505062
"HOU_DEN",20221130,"nba","Moneyline","full","HOU","DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,-670
"IND_SAC",20221130,"nba","Moneyline","full","IND","SAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,-192.666666666667
"LAC_UTA",20221130,"nba","Moneyline","full","LAC","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,-299.997291734373
"MEM_MIN",20221130,"nba","Moneyline","full","MEM","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148.66416679166,128
"MIA_BOS",20221130,"nba","Moneyline","full","MIA","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,-443.280851701904
"MIL_NYK",20221130,"nba","Moneyline","full","MIL","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-233.326933845292,186.666666666667
"PHI_CLE",20221130,"nba","Moneyline","full","PHI","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.666666666667,-165.666666666667
"POR_LAL",20221130,"nba","Moneyline","full","POR","LAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.666666666667,-245
"SAS_OKC",20221130,"nba","Moneyline","full","SAS","OKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,-144.663525204195
"TOR_NOP",20221130,"nba","Moneyline","full","TOR","NOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-136.996400287977,117
"WAS_BKN",20221130,"nba","Moneyline","full","WAS","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.333333333333,-221.657292838395
