"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"ATL_NYK",20221102,"nba","Moneyline","full","ATL","NYK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,-132.996100350968
"BOS_CLE",20221102,"nba","Moneyline","full","BOS","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.663466922646,104
"CHA_CHI",20221102,"nba","Moneyline","full","CHA","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.666666666667,-246.660267178626
"DET_MIL",20221102,"nba","Moneyline","full","DET","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,-610
"LAC_HOU",20221102,"nba","Moneyline","full","LAC","HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-222.485939257593,184.5
"MEM_POR",20221102,"nba","Moneyline","full","MEM","POR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-213.331933361333,178.333333333333
"NOP_LAL",20221102,"nba","Moneyline","full","NOP","LAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137.32973362131,116.666666666667
"SAC_MIA",20221102,"nba","Moneyline","full","SAC","MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.333333333333,-186.328533717303
"TOR_SAS",20221102,"nba","Moneyline","full","TOR","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-245,204.666666666667
"UTA_DAL",20221102,"nba","Moneyline","full","UTA","DAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.333333333333,-259.983961140134
"WAS_PHI",20221102,"nba","Moneyline","full","WAS","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,-213.331933361333
