"game_id","Date","Sport","bet_type","period","away_Team","home_Team","away_1Q","away_2Q","away_3Q","away_4Q","home_1Q","home_2Q","home_3Q","home_4Q","away_score","home_score","away_line","home_line"
"CHI_GSW",20221202,"nba","Total","full","CHI","GSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.166666666667,237.166666666667
"DEN_ATL",20221202,"nba","Total","full","DEN","ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.666666666667,224.666666666667
"HOU_PHX",20221202,"nba","Total","full","HOU","PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.333333333333,229.333333333333
"IND_UTA",20221202,"nba","Total","full","IND","UTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.666666666667,239.666666666667
"LAL_MIL",20221202,"nba","Total","full","LAL","MIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.666666666667,230.666666666667
"MIA_BOS",20221202,"nba","Total","full","MIA","BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.166666666667,227.166666666667
"NOP_SAS",20221202,"nba","Total","full","NOP","SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,233
"ORL_CLE",20221202,"nba","Total","full","ORL","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,218
"PHI_MEM",20221202,"nba","Total","full","PHI","MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,218
"TOR_BKN",20221202,"nba","Total","full","TOR","BKN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.833333333333,222.833333333333
"WAS_CHA",20221202,"nba","Total","full","WAS","CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.666666666667,225.666666666667
