GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021300928,1610612752,NYK,New York,2546,Carmelo Anthony,Carmelo,F,,39:21,10.0,23.0,0.435,4.0,7.0,0.571,2.0,2.0,1.0,1.0,6.0,7.0,4.0,3.0,2.0,3.0,3.0,26.0,16.0
0021300928,1610612752,NYK,New York,2405,Amar'e Stoudemire,Amar'e,F,,27:31,7.0,16.0,0.438,0.0,0.0,0.0,3.0,4.0,0.75,6.0,6.0,12.0,4.0,0.0,3.0,2.0,2.0,17.0,7.0
0021300928,1610612752,NYK,New York,2199,Tyson Chandler,Tyson,C,,36:39,5.0,9.0,0.556,0.0,0.0,0.0,5.0,7.0,0.714,5.0,6.0,11.0,2.0,0.0,1.0,1.0,2.0,15.0,11.0
0021300928,1610612752,NYK,New York,101109,Raymond Felton,Raymond,G,,29:33,2.0,6.0,0.333,0.0,1.0,0.0,4.0,4.0,1.0,0.0,5.0,5.0,6.0,2.0,2.0,2.0,3.0,8.0,9.0
0021300928,1610612752,NYK,New York,2747,JR Smith,JR,G,,33:32,6.0,13.0,0.462,5.0,9.0,0.556,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,17.0,11.0
0021300928,1610612752,NYK,New York,202697,Iman Shumpert,Iman,,,31:07,3.0,8.0,0.375,1.0,4.0,0.25,0.0,0.0,0.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,7.0,11.0
0021300928,1610612752,NYK,New York,203501,Tim Hardaway Jr.,Tim,,,13:57,2.0,6.0,0.333,1.0,5.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
0021300928,1610612752,NYK,New York,203143,Pablo Prigioni,Pablo,,,17:44,3.0,6.0,0.5,3.0,5.0,0.6,2.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,11.0,5.0
0021300928,1610612752,NYK,New York,202719,Jeremy Tyler,Jeremy,,,7:34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0021300928,1610612752,NYK,New York,200769,Shannon Brown,Shannon,,,0:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.0
