GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021300757,1610612741,CHI,Chicago,2399,Mike Dunleavy,Mike,F,,30:20,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,1.0,9.0,23.0
0021300757,1610612741,CHI,Chicago,201959,Taj Gibson,Taj,F,,45:18,7.0,18.0,0.389,0.0,1.0,0.0,4.0,4.0,1.0,2.0,4.0,6.0,3.0,2.0,2.0,2.0,3.0,18.0,6.0
0021300757,1610612741,CHI,Chicago,201149,Joakim Noah,Joakim,C,,41:22,6.0,10.0,0.6,0.0,0.0,0.0,8.0,8.0,1.0,4.0,9.0,13.0,3.0,2.0,3.0,3.0,5.0,20.0,6.0
0021300757,1610612741,CHI,Chicago,202710,Jimmy Butler,Jimmy,G,,40:28,4.0,13.0,0.308,1.0,5.0,0.2,0.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,4.0,0.0,9.0,4.0
0021300757,1610612741,CHI,Chicago,2550,Kirk Hinrich,Kirk,G,,28:37,7.0,13.0,0.538,3.0,7.0,0.429,0.0,0.0,0.0,1.0,3.0,4.0,5.0,3.0,0.0,2.0,3.0,17.0,18.0
0021300757,1610612741,CHI,Chicago,201571,D.J. Augustin,D.J.,,,30:00,4.0,13.0,0.308,2.0,3.0,0.667,5.0,5.0,1.0,1.0,0.0,1.0,6.0,2.0,0.0,3.0,1.0,15.0,-9.0
0021300757,1610612741,CHI,Chicago,203503,Tony Snell,Tony,,,17:17,2.0,6.0,0.333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,-18.0
0021300757,1610612741,CHI,Chicago,1737,Nazr Mohammed,Nazr,,,6:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0021300757,1610612741,CHI,Chicago,2430,Carlos Boozer,Carlos,,DND - Left calf injury.,,,,,,,,,,,,,,,,,,,,
0021300757,1610612741,CHI,Chicago,203513,Erik Murphy,Erik,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0021300757,1610612741,CHI,Chicago,201565,Derrick Rose,Derrick,,DND - Right knee.,,,,,,,,,,,,,,,,,,,,
0021300757,1610612747,LAL,Los Angeles,202325,Wesley Johnson,Wesley,F,,29:42,3.0,8.0,0.375,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,6.0,-10.0
0021300757,1610612747,LAL,Los Angeles,203527,Ryan Kelly,Ryan,F,,15:52,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,-5.0
0021300757,1610612747,LAL,Los Angeles,203135,Robert Sacre,Robert,C,,20:20,1.0,6.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,-18.0
0021300757,1610612747,LAL,Los Angeles,2581,Steve Blake,Steve,G,,40:18,3.0,12.0,0.25,2.0,6.0,0.333,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,0.0,5.0,4.0,8.0,-8.0
0021300757,1610612747,LAL,Los Angeles,959,Steve Nash,Steve,G,,21:14,3.0,4.0,0.75,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,8.0,-24.0
0021300757,1610612747,LAL,Los Angeles,200761,Shawne Williams,Shawne,,,21:31,2.0,6.0,0.333,1.0,5.0,0.2,2.0,2.0,1.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,2.0,7.0,-6.0
0021300757,1610612747,LAL,Los Angeles,2549,Chris Kaman,Chris,,,27:40,13.0,23.0,0.565,0.0,1.0,0.0,1.0,4.0,0.25,0.0,10.0,10.0,3.0,0.0,2.0,3.0,1.0,27.0,12.0
0021300757,1610612747,LAL,Los Angeles,203088,Kendall Marshall,Kendall,,,36:59,5.0,6.0,0.833,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,0.0,1.0,5.0,0.0,13.0,14.0
0021300757,1610612747,LAL,Los Angeles,201941,Jordan Hill,Jordan,,,26:24,6.0,12.0,0.5,0.0,0.0,0.0,3.0,3.0,1.0,3.0,6.0,9.0,2.0,2.0,0.0,1.0,1.0,15.0,15.0
0021300757,1610612747,LAL,Los Angeles,200770,Jordan Farmar,Jordan,,DND - Hamstring soreness.,,,,,,,,,,,,,,,,,,,,
0021300757,1610612747,LAL,Los Angeles,2200,Pau Gasol,Pau,,DND - Strained right groin.,,,,,,,,,,,,,,,,,,,,
0021300757,1610612747,LAL,Los Angeles,201975,Jodie Meeks,Jodie,,DND - Sprained right ankle.,,,,,,,,,,,,,,,,,,,,
0021300757,1610612747,LAL,Los Angeles,201156,Nick Young,Nick,,DND - Left knee fracture and bone bruise,,,,,,,,,,,,,,,,,,,,
