GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021401036,1610612762,UTA,Utah,202330,Gordon Hayward,Gordon,F,,33:52,3.0,13.0,0.231,1.0,4.0,0.25,4.0,4.0,1.0,1.0,2.0,3.0,7.0,1.0,0.0,2.0,0.0,11.0,-4.0
0021401036,1610612762,UTA,Utah,202324,Derrick Favors,Derrick,F,,34:38,8.0,15.0,0.533,1.0,1.0,1.0,4.0,5.0,0.8,3.0,8.0,11.0,2.0,1.0,2.0,2.0,1.0,21.0,-4.0
0021401036,1610612762,UTA,Utah,203497,Rudy Gobert,Rudy,C,,33:56,0.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.833,3.0,6.0,9.0,3.0,1.0,0.0,1.0,4.0,5.0,-10.0
0021401036,1610612762,UTA,Utah,203918,Rodney Hood,Rodney,G,,31:34,9.0,14.0,0.643,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,19.0,-9.0
0021401036,1610612762,UTA,Utah,203957,Dante Exum,Dante,G,,17:46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,-9.0
0021401036,1610612762,UTA,Utah,204060,Joe Ingles,Joe,,,13:33,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,3.0,-10.0
0021401036,1610612762,UTA,Utah,202344,Trevor Booker,Trevor,,,21:32,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,1.0,3.0,6.0,-9.0
0021401036,1610612762,UTA,Utah,203504,Trey Burke,Trey,,,28:42,7.0,16.0,0.438,5.0,11.0,0.455,1.0,2.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,20.0,-4.0
0021401036,1610612762,UTA,Utah,202407,Elijah Millsap,Elijah,,,20:05,1.0,3.0,0.333,1.0,1.0,1.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,-5.0
0021401036,1610612762,UTA,Utah,204022,Jack Cooley,Jack,,,2:50,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-9.0
