GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021300175,1610612741,CHI,Chicago,2736,Luol Deng,Luol,F,,32:34,3.0,18.0,0.167,0.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0,2.0,1.0,0.0,4.0,4.0,6.0,-16.0
0021300175,1610612741,CHI,Chicago,2430,Carlos Boozer,Carlos,F,,30:18,7.0,18.0,0.389,0.0,0.0,0.0,1.0,4.0,0.25,4.0,6.0,10.0,0.0,2.0,1.0,3.0,2.0,15.0,-5.0
0021300175,1610612741,CHI,Chicago,201149,Joakim Noah,Joakim,C,,32:49,4.0,10.0,0.4,0.0,0.0,0.0,3.0,4.0,0.75,7.0,5.0,12.0,8.0,0.0,1.0,1.0,3.0,11.0,-5.0
0021300175,1610612741,CHI,Chicago,2399,Mike Dunleavy,Mike,G,,31:13,6.0,11.0,0.545,2.0,5.0,0.4,1.0,1.0,1.0,0.0,5.0,5.0,2.0,1.0,1.0,0.0,1.0,15.0,3.0
0021300175,1610612741,CHI,Chicago,201565,Derrick Rose,Derrick,G,,33:05,9.0,20.0,0.45,1.0,2.0,0.5,0.0,1.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,2.0,2.0,19.0,-19.0
0021300175,1610612741,CHI,Chicago,2550,Kirk Hinrich,Kirk,,,31:03,3.0,5.0,0.6,0.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,2.0,1.0,7.0,-9.0
0021300175,1610612741,CHI,Chicago,201959,Taj Gibson,Taj,,,23:25,4.0,9.0,0.444,0.0,0.0,0.0,1.0,2.0,0.5,4.0,4.0,8.0,0.0,0.0,0.0,2.0,4.0,9.0,-10.0
0021300175,1610612741,CHI,Chicago,203104,Marquis Teague,Marquis,,,14:55,1.0,5.0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,9.0
0021300175,1610612741,CHI,Chicago,1737,Nazr Mohammed,Nazr,,,8:07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
0021300175,1610612741,CHI,Chicago,203513,Erik Murphy,Erik,,,1:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
