GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021200875,1610612760,OKC,Oklahoma City,201142,Kevin Durant,Kevin,F,,39:39,9.0,20.0,0.45,1.0,4.0,0.25,6.0,7.0,0.857,1.0,13.0,14.0,3.0,2.0,3.0,4.0,0.0,25.0,10.0
0021200875,1610612760,OKC,Oklahoma City,201586,Serge Ibaka,Serge,F,,37:39,6.0,13.0,0.462,1.0,2.0,0.5,4.0,6.0,0.667,3.0,5.0,8.0,1.0,0.0,3.0,3.0,2.0,17.0,-2.0
0021200875,1610612760,OKC,Oklahoma City,2570,Kendrick Perkins,Kendrick,C,,21:18,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0
0021200875,1610612760,OKC,Oklahoma City,200757,Thabo Sefolosha,Thabo,G,,37:10,3.0,10.0,0.3,2.0,5.0,0.4,0.0,0.0,0.0,3.0,9.0,12.0,5.0,2.0,3.0,1.0,5.0,8.0,14.0
0021200875,1610612760,OKC,Oklahoma City,201566,Russell Westbrook,Russell,G,,37:33,12.0,23.0,0.522,2.0,4.0,0.5,12.0,17.0,0.706,0.0,6.0,6.0,5.0,2.0,0.0,3.0,2.0,38.0,6.0
0021200875,1610612760,OKC,Oklahoma City,2755,Kevin Martin,Kevin,,,24:21,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,-12.0
0021200875,1610612760,OKC,Oklahoma City,2555,Nick Collison,Nick,,,21:32,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,-10.0
0021200875,1610612760,OKC,Oklahoma City,202704,Reggie Jackson,Reggie,,,15:50,2.0,4.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0,-14.0
0021200875,1610612760,OKC,Oklahoma City,965,Derek Fisher,Derek,,,4:58,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-7.0
0021200875,1610612760,OKC,Oklahoma City,200758,Ronnie Brewer,Ronnie,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0021200875,1610612760,OKC,Oklahoma City,202350,Daniel Orton,Daniel,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
