"prop","tidyplayer","tidyshot_points","tidyamericanodds","tidyawayteam","tidyhometeam","tidygamedatetime","site","sport","timestamp","game"
"first player to score exact shot","Kristaps Porzingis","three_point",2200,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","OG Anunoby","dunk",5000,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","OG Anunoby","free_throw",14000,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","OG Anunoby","layup",4600,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","OG Anunoby","other_fg",5500,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","OG Anunoby","three_point",3700,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Pascal Siakam","dunk",10000,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Pascal Siakam","free_throw",4700,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Pascal Siakam","layup",2500,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Pascal Siakam","other_fg",1300,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Pascal Siakam","three_point",5500,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Scottie Barnes","dunk",6500,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Scottie Barnes","free_throw",9500,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Scottie Barnes","layup",3400,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Scottie Barnes","other_fg",2100,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Scottie Barnes","three_point",10000,"TOR","BOS",2023-11-11 20:00:00,"fanduel","nba",2023-11-11 12:26:37,"TOR @ BOS"
"first player to score exact shot","Bam Adebayo","dunk",2100,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Bam Adebayo","free_throw",3600,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Bam Adebayo","layup",2400,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Bam Adebayo","other_fg",800,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Bam Adebayo","three_point",25000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Clint Capela","dunk",2100,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Clint Capela","free_throw",12000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Clint Capela","layup",2500,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Clint Capela","other_fg",9000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Clint Capela","three_point",25000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","De'Andre Hunter","dunk",10000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","De'Andre Hunter","free_throw",8000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","De'Andre Hunter","layup",5500,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","De'Andre Hunter","other_fg",1400,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","De'Andre Hunter","three_point",3000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Dejounte Murray","dunk",16000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Dejounte Murray","free_throw",10000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Dejounte Murray","layup",2500,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Dejounte Murray","other_fg",1300,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Dejounte Murray","three_point",3600,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Duncan Robinson","dunk",25000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Duncan Robinson","free_throw",11000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Duncan Robinson","layup",3700,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Duncan Robinson","other_fg",5000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Duncan Robinson","three_point",900,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Haywood Highsmith","dunk",9000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Haywood Highsmith","free_throw",18000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Haywood Highsmith","layup",3400,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Haywood Highsmith","other_fg",5000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Haywood Highsmith","three_point",3000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Jalen Johnson","dunk",3600,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Jalen Johnson","free_throw",11000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Jalen Johnson","layup",2700,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Jalen Johnson","other_fg",4500,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Jalen Johnson","three_point",4300,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Jimmy Butler","dunk",8500,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Jimmy Butler","free_throw",3200,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Jimmy Butler","layup",2000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Jimmy Butler","other_fg",1500,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Jimmy Butler","three_point",10000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Kyle Lowry","dunk",25000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Kyle Lowry","free_throw",9000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Kyle Lowry","layup",5500,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Kyle Lowry","other_fg",3700,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Kyle Lowry","three_point",1900,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Trae Young","dunk",25000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Trae Young","free_throw",3900,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Trae Young","layup",4100,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Trae Young","other_fg",1000,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Trae Young","three_point",2900,"MIA","ATL",2023-11-11 20:30:00,"fanduel","nba",2023-11-11 12:26:37,"MIA @ ATL"
"first player to score exact shot","Brook Lopez","dunk",6000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Brook Lopez","free_throw",12000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Brook Lopez","layup",4400,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Brook Lopez","other_fg",2900,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Brook Lopez","three_point",1800,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Cameron Payne","dunk",25000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Cameron Payne","free_throw",17000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Cameron Payne","layup",3600,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Cameron Payne","other_fg",3100,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Cameron Payne","three_point",3100,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Franz Wagner","dunk",11000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Franz Wagner","free_throw",7500,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Franz Wagner","layup",2600,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Franz Wagner","other_fg",2900,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Franz Wagner","three_point",4400,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Giannis Antetokounmpo","dunk",1600,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Giannis Antetokounmpo","free_throw",2200,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Giannis Antetokounmpo","layup",700,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Giannis Antetokounmpo","other_fg",1600,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Giannis Antetokounmpo","three_point",12000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Goga Bitadze","dunk",3800,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Goga Bitadze","free_throw",6500,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Goga Bitadze","layup",2100,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Goga Bitadze","other_fg",4100,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Goga Bitadze","three_point",9500,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Jalen Suggs","dunk",24000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Jalen Suggs","free_throw",11000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Jalen Suggs","layup",3100,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Jalen Suggs","other_fg",5500,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Jalen Suggs","three_point",2900,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Khris Middleton","dunk",25000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Khris Middleton","free_throw",7000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Khris Middleton","layup",3300,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Khris Middleton","other_fg",1200,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Khris Middleton","three_point",2200,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Malik Beasley","dunk",18000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Malik Beasley","free_throw",19000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Malik Beasley","layup",5500,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Malik Beasley","other_fg",4500,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Malik Beasley","three_point",1800,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Markelle Fultz","dunk",17000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Markelle Fultz","free_throw",18000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Markelle Fultz","layup",3100,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Markelle Fultz","other_fg",3100,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Markelle Fultz","three_point",12000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Paolo Banchero","dunk",9000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Paolo Banchero","free_throw",3500,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Paolo Banchero","layup",1900,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Paolo Banchero","other_fg",1700,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Paolo Banchero","three_point",6000,"MIL","ORL",2023-11-11 19:00:00,"fanduel","nba",2023-11-11 12:26:37,"MIL @ ORL"
"first player to score exact shot","Andrew Wiggins","dunk",9000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Andrew Wiggins","free_throw",11000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Andrew Wiggins","layup",2400,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Andrew Wiggins","other_fg",2600,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Andrew Wiggins","three_point",2900,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Darius Garland","dunk",25000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Darius Garland","free_throw",7000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Darius Garland","layup",3200,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Darius Garland","other_fg",1600,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Darius Garland","three_point",2000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Donovan Mitchell","dunk",11000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Donovan Mitchell","free_throw",5500,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Donovan Mitchell","layup",1500,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Donovan Mitchell","other_fg",1500,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Donovan Mitchell","three_point",1600,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Draymond Green","dunk",9000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Draymond Green","free_throw",10000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Draymond Green","layup",1900,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Draymond Green","other_fg",6000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Draymond Green","three_point",3600,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Evan Mobley","dunk",2200,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Evan Mobley","free_throw",10000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Evan Mobley","layup",5000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Evan Mobley","other_fg",2300,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Evan Mobley","three_point",25000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Jarrett Allen","dunk",1800,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Jarrett Allen","free_throw",5500,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Jarrett Allen","layup",3600,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Jarrett Allen","other_fg",2900,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Jarrett Allen","three_point",25000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Kevon Looney","dunk",3100,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Kevon Looney","free_throw",9500,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Kevon Looney","layup",1800,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Kevon Looney","other_fg",9500,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Kevon Looney","three_point",25000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Klay Thompson","dunk",25000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Klay Thompson","free_throw",13000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Klay Thompson","layup",5000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Klay Thompson","other_fg",2200,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Klay Thompson","three_point",1300,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Max Strus","dunk",17000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Max Strus","free_throw",14000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Max Strus","layup",4000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Max Strus","other_fg",14000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Max Strus","three_point",1800,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Stephen Curry","dunk",25000,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Stephen Curry","free_throw",6500,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Stephen Curry","layup",2400,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Stephen Curry","other_fg",3400,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
"first player to score exact shot","Stephen Curry","three_point",1400,"CLE","GSW",2023-11-11 21:30:00,"fanduel","nba",2023-11-11 12:26:37,"CLE @ GSW"
